,prompt,source,index,precision,reciprocal_rank,caption_id
5714,A man in a suit posing for a picture.,mscoco,1018,0.7,1.0,18458
5715,A man on a bicycle with a dog sitting in the back of the bike.,mscoco,2645,0.4,0.5,331173
5716,A deep dish pizza on a table with two plates and drinking glasses,mscoco,394,0.0,0.07692307692307693,772866
5717,"Bunches of carrots, beets, radishes, and multiple lettuces displayed on a table.",mscoco,5972,0.2,0.25,455264
5718,Outdoor table with electronic scale next to phone near food items.,mscoco,5767,0.1,1.0,777190
5719,A display of teddy bears are on an outdoor blanket.,mscoco,1085,0.0,0.023809523809523808,403908
5720,two people standing near a table cutting a cake ,mscoco,5981,0.9,1.0,781417
5721,A cat examines a bag while standing on a suitcase.,mscoco,79,0.1,0.5,490280
5722,A man is standing looking at a cell phone near a cell phone advertisement.,mscoco,3775,0.0,0.038461538461538464,304256
5723,A box of doughnuts next to a coffee cup and sports drink.,mscoco,543,0.1,0.5,461425
5724,A red double decker bus driving down a street.,mscoco,1283,0.9,1.0,622697
5725,"A long marble like bath room vanity with a stool, two sink basins with mirrors and lights over them",mscoco,4136,0.0,0.008849557522123894,5795
5726,A tennis player with a cap holding a racket,mscoco,1739,0.1,0.16666666666666666,667388
5727,This is an empty kitchen with white cabinets and an oven.,mscoco,4038,0.1,0.125,107909
5728,Foreign bathroom shows that toilet is simply a hole in a box,mscoco,5019,0.0,0.004424778761061947,356935
5729,A white bird flying over a large body of water.,mscoco,5614,0.7,1.0,566924
5730,Three people on skis and snowboards pose near a snowy mountain.,mscoco,3286,0.5,1.0,258868
5731,A young man is in the air on a skateboard.,mscoco,4227,0.5,1.0,114145
5732,A group of people walking outside of a building with a clock tower in the background.,mscoco,369,0.1,1.0,189932
5733,A blueberry pie containing natural ingredients and baked crust.,mscoco,3079,0.1,0.25,6139
5734,A dog sitting on the floor near two wooden chairs sitting at a wooden desk.,mscoco,400,0.1,0.1,310783
5735,A display of different vegetables is seen in a store.,mscoco,3169,1.0,1.0,714197
5736,A view of a city street through the windshield of a vehicle.,mscoco,1508,0.5,1.0,313837
5737,A black bear is eating red berries by some grass.,mscoco,3066,0.2,0.3333333333333333,384339
5738,A woman with a pink umbrella walks past a storefront.,mscoco,5415,0.2,0.14285714285714285,579791
5739,One teammate grabs a bat while waiting with other teammates.,mscoco,4250,0.1,0.1111111111111111,483005
5740,A man in a brown shirt is playing a video game. ,mscoco,4798,0.2,0.3333333333333333,466531
5741,A baseball player swinging a bat over home plate.,mscoco,1968,0.5,0.3333333333333333,453929
5742,A child eating a snack at a table,mscoco,3297,0.7,0.5,366
5743,a bouquet of flowers on a church pulpit,mscoco,3205,0.1,0.5,293550
5744,A toddler playing with a red digital camera.,mscoco,3736,0.1,1.0,377409
5745,A big sandwich sits on a plate with some french fries.,mscoco,310,0.6,0.5,82743
5746,A formation of fighter jets flying through a blue sky.,mscoco,5533,0.8,1.0,712478
5747,two decorated doughnuts sitting on wrappers next to a cup of coffee,mscoco,5278,0.2,1.0,695152
5748,A person is skiing down a snowy slope.,mscoco,3851,0.6,1.0,786185
5749,Three horses ridden by jockeys in a close race.,mscoco,5761,0.6,1.0,299543
5750,A bird perched on top of a tree branch.,mscoco,4683,1.0,1.0,721687
5751,Two cows are walking along a rocky landscape.,mscoco,1129,0.1,0.25,260039
5752,A girl with a happy look holding a teddy bear on a trampoline.,mscoco,3795,0.1,1.0,452570
5753,An empty bottle sitting on a picnic table.,mscoco,5685,0.1,0.5,532846
5754,A woman and a man play a game on the Wii console as friends look on.,mscoco,2540,0.0,0.03225806451612903,164110
5755,some people on a street and two policemen on horses,mscoco,4600,0.3,0.25,403106
5756,A man and a woman take a horse and carriage ride down the street.,mscoco,835,0.2,0.2,649750
5757,Several bicycles parked by the side of a road.,mscoco,291,0.9,1.0,70484
5758,Two giraffes in a fenced enclosure with tall trees.,mscoco,1384,0.6,1.0,53656
5759,"A brown, white and black bird in grassy area next to rocks.",mscoco,2973,0.4,1.0,409381
5760,A blue bowl with bananas and oatmeal and milk.,mscoco,2076,0.3,1.0,107178
5761,Two zebras standing in the shade in an enclosure.,mscoco,2577,0.0,0.05263157894736842,47756
5762,A round white plate has healthy food and a side of nuts.,mscoco,4241,0.0,0.04,82417
5763,A chili dog is sitting on a table.,mscoco,5342,0.1,0.25,131977
5764,A black motorcycle is parked on a street corner.,mscoco,917,0.1,1.0,475323
5765,a tall clock tower with buildings near by,mscoco,4240,0.3,0.2,262059
5766,A man standing next to a woman on a tennis court.,mscoco,5696,0.9,1.0,732951
5767,A dessert is displayed on a plate on a table.,mscoco,1374,0.5,1.0,760367
5768,A living room with a fire place and brown couch and tv,mscoco,5515,0.2,1.0,669898
5769,Woman at kitchen counter cutting up a fish.,mscoco,4727,0.1,0.1,499415
5770,a snowy hill surrounded by some clouds ,mscoco,719,0.1,0.14285714285714285,790196
5771,A kitchen with a wooden floor and white cabinets.,mscoco,4381,0.5,1.0,219050
5772,A woman sitting on a bus while holding a brown dog.,mscoco,3311,0.1,0.5,509481
5773,Skateboarder at ninety degree angle at skate park. ,mscoco,4047,0.3,1.0,742479
5774,Two giraffes next to palm tree in outdoor field.,mscoco,2545,0.1,0.16666666666666666,230955
5775,a person is holding a gray and white cat next to a plate of food,mscoco,2856,0.2,1.0,123329
5776,A tabby cat is laying in a very decorative case with handle.,mscoco,819,0.1,0.5,528744
5777,Family room with various furniture and lit fireplace.,mscoco,3608,0.2,0.25,10849
5778,Three horses covered in blankets are walking through a field.,mscoco,4950,0.1,1.0,635394
5779,A police officer patrolling on a motorcycle driving down the street.,mscoco,4536,0.8,1.0,14448
5780,A plane is flying in the evening sky.,mscoco,1263,0.2,0.2,659470
5781,A living room is pictured with a variety of chairs and sliding doors. ,mscoco,1351,0.0,0.0056179775280898875,280209
5782,A man with a surfboard wading into the ocean while a woman sits on the beach watching.,mscoco,4910,0.1,0.1,245680
5783,a red clock hanging on the side of a building,mscoco,4918,0.3,0.5,716436
5784,A giraffe walks by a fallen tree beside a lake.,mscoco,4985,0.1,1.0,682115
5785,A fenced hilly green pasture with sheep grazing on it.,mscoco,3247,0.3,1.0,654117
5786,a person wearing a suit and tie holding a shoe,mscoco,765,0.1,1.0,604352
5787,Close up view of a large sandwich and pickle on a plate.,mscoco,319,0.2,1.0,264567
5788,A clock is outside near a flag and a building.,mscoco,1251,0.3,1.0,739719
5789,A man does a back flip as a skateboarder rides underneath him.,mscoco,3032,0.0,0.02631578947368421,676960
5790,Engine car of train traveling in industrial rail yard.,mscoco,4598,0.1,1.0,659077
5791,a horse eating grass in a field behind a fence,mscoco,56,0.4,1.0,115826
5792,A glass vase filled with and assortment of of flowers,mscoco,5504,0.3,0.5,660912
5793,Motorcyclist displaying skills in front of large crowd at outdoor event.,mscoco,3855,0.1,0.3333333333333333,360103
5794,Man holding son at zoo pointing to a cow close by.,mscoco,3322,0.1,1.0,113144
5795,A traffic sign on dirt area next to curving road.,mscoco,2327,0.4,0.5,377456
5796,Two trains sitting next to a train platform.,mscoco,5599,0.7,1.0,354851
5797,Two women in tennis outfits are on a tennis court while one of the women holds out a racket as a ball is in the air.,mscoco,2470,0.0,0.04,115883
5798,A group of teddy bears are on display at the store.,mscoco,586,0.8,0.5,794864
5799,a fire hydrant with a hose by a short tree ,mscoco,4921,0.0,0.041666666666666664,608645
5800,A big pretty commercial plane on the runway.,mscoco,3404,0.3,0.25,571438
5801,A pitcher partly covers another baseball player during a game sponsored by Comcast.,mscoco,4584,0.0,0.030303030303030304,336040
5802,A little chihuahua puppy laying with his stuffed bear,mscoco,1880,0.1,1.0,57495
5803,Man eating a large slice of pizza off of paper plates.,mscoco,4800,0.6,0.5,411635
5804,A black cat hides behind a person's legs with red knee socks and brown shoes.,mscoco,5118,0.1,1.0,488413
5805,Empty wooden bench with piles of twigs in front of some parked cars.,mscoco,5819,0.1,0.5,303742
5806,A black colored car.,drawbench,1,0.0,0.0002994908655286014,1
5807,A clock tower with the clock lit up at dusk.,mscoco,5760,0.4,0.5,711239
5808,THIS IS A PHOTO OF SEVERAL CHILDREN PLAYING A GAME OF BASKETBALL,mscoco,2056,0.5,0.5,765247
5809,The couch with throw pillows and a quilt is against the wood paneled wall.,mscoco,1623,0.1,1.0,70558
5810,Three women are holding wine glasses and smiling.,mscoco,3776,0.2,1.0,511198
5811,a large giraffe is standing near a tree,mscoco,832,0.3,0.16666666666666666,791543
5812,A rainbow birthday cake sitting on a decorative table cloth. ,mscoco,5033,0.1,0.25,508073
5813,A person flying through the air while riding a snowboard.,mscoco,3906,0.6,0.5,262985
5814,two giraffes walking on the field besides big rocks,mscoco,5298,0.5,1.0,492550
5815,two giraffes walking in a field near many bushes ,mscoco,1555,0.4,0.5,817793
5816,A person cuts a pizza with a pizza cutter. ,mscoco,4088,0.7,1.0,555676
5817,A light plane sits on a sandy beach in front of ocean.,mscoco,4235,0.2,1.0,571513
5818,stop sign at an intersection of silver and richmond,mscoco,1779,0.1,0.2,747180
5819,A child smiles in front of a container of carrots with a stuffed rabbit.,mscoco,5440,0.1,1.0,658155
5820,A black and white dog sitting next to a yellow fire hydrant.,mscoco,2283,0.1,1.0,589180
5821,Various sizes and colors of tagged and bundled luggage.,mscoco,3524,0.1,0.25,10642
5822,Tennis player in white prepares to hit the ball. ,mscoco,2368,0.3,0.5,78318
5823,A man in a full wetsuit surfing along a wave.,mscoco,332,0.7,1.0,815986
5824,There is a picture hanging over the toilet.,mscoco,5621,0.8,1.0,786005
5825,A basket of large carrots next to a box of bell peppers.,mscoco,1985,0.1,1.0,462177
5826,A red fire hydrant beside a a small construction barrier.,mscoco,404,0.1,1.0,514440
5827,A man in yellow shirt playing a game with Nintendo Wii controller.,mscoco,2315,0.2,0.5,406408
5828,A child eating a slice of pizza at a table.,mscoco,4455,0.9,1.0,46856
5829,Many spoons are inside of a clear jar.,mscoco,1319,0.1,1.0,504625
5830,Two brown bears meet while swimming in muddy water.,mscoco,4905,0.2,0.25,616216
5831,A young girl is riding on a skateboard.,mscoco,4356,0.7,1.0,92962
5832,An assortment of doughnuts are laid out on display.,mscoco,2997,0.9,1.0,736933
5833,A long dark wood dining table and matching chairs is the focal point of a sunlight dining room. ,mscoco,5287,0.2,1.0,534576
5834,A small boy holding a stuffed animal in his arm.,mscoco,3857,0.6,0.5,70718
5835,A group of people sitting in living are next to an entertainment unit.,mscoco,716,0.1,1.0,280794
5836,A man is riding a 4-wheeled skateboard in a road. ,mscoco,5511,0.5,0.3333333333333333,626701
5837,A yellow hanging stop light surrounded by buildings.,mscoco,2404,0.0,0.0625,351918
5838,A child on a skateboard is performing a trick on a slab.,mscoco,1760,0.0,0.015151515151515152,450244
5839,"A batter, catcher and umpire during a baseball game.",mscoco,251,0.4,0.5,308143
5840,a female playing tennis on a clay court.,mscoco,5995,0.1,0.1111111111111111,51091
5841,two young children sitting in a chair by a big teddy bear,mscoco,4471,0.2,0.3333333333333333,371327
5842,"A cheeseburger sits on a white plate, next to a drink in a Dunkin Donuts cup.",mscoco,5800,0.1,0.1111111111111111,59259
5843,The woman smiles as she digs into a salad with a knife and fork.,mscoco,5814,0.1,1.0,462625
5844,A red double decker bus on a busy street.,mscoco,669,0.8,1.0,292443
5845,A bus and cars wait at a city intersection.,mscoco,5801,0.3,0.3333333333333333,381031
5846,A park bench sits empty in a grassy field and mountain with wild animals in the background.,mscoco,1722,0.3,1.0,591347
5847,"An orange, red and white bus with chrome rims.",mscoco,4775,0.1,1.0,532370
5848,a small airplane sitting in the middle of an airstrip in a field,mscoco,15,0.0,0.07142857142857142,321774
5849,A man in a party hat sits at a table talking on a cell phone.,mscoco,1235,0.1,1.0,709485
5850,"A double decker bus painted whit, purple and red",mscoco,5267,0.3,1.0,166057
5851,A glossy black refrigerator is inside a wooden cabinet.,mscoco,2200,0.4,0.5,179244
5852,A herd of sheep grazing on a lush green field.,mscoco,3759,0.7,1.0,456625
5853,The cupcake is decorated with a red and white bow.,mscoco,5869,0.1,1.0,790946
5854,a man and woman smile while both holding a bag.,mscoco,3785,0.1,0.5,320713
5855,A remote and a cell phone laying on a table.,mscoco,1789,0.1,0.14285714285714285,105733
5856,a large blue umbrella and chair on a beach,mscoco,2873,0.5,1.0,135579
5857,A cat perched on a toilet seat looking down at the floor,mscoco,3689,0.0,0.021739130434782608,357066
5858,The small train is stopped at the station.,mscoco,738,0.0,0.07692307692307693,629957
5859,An empty street intersection on a foggy day.,mscoco,1186,0.1,0.16666666666666666,217854
5860,A building has a row of windows and a clock tower behind it.,mscoco,5082,0.2,1.0,190834
5861,people walking on the sand of a beach shoreline beneath flying kites.,mscoco,3746,0.7,1.0,249067
5862,A large clock tower with a concrete design.,mscoco,2066,0.0,0.045454545454545456,819525
5863,A large open bathroom with tile floors and shower,mscoco,3627,0.0,0.012658227848101266,409649
5864,A person is on snow skis on a mountain top.,mscoco,882,0.7,1.0,536118
5865,a tennis player with a racket on the court,mscoco,2376,0.8,0.5,569694
5866,Two young men preparing food in a kitchen.,mscoco,3712,0.2,0.16666666666666666,419975
5867,Two giraffes grazing on leaves out of trees.,mscoco,646,0.3,0.3333333333333333,159156
5868,The airplane with two large engines is parked on the beach. ,mscoco,1345,0.0,0.0030581039755351682,749845
5869,a close up of a person riding skis on a body of water ,mscoco,204,0.3,1.0,609627
5870,View of a baseball game from behind the catcher during a pitch.,mscoco,1310,0.0,0.09090909090909091,549
5871,An overhead view shows busses parked in a parking lot.,mscoco,4655,0.5,1.0,72805
5872,A group of people riding down a river in a boat.,mscoco,1050,0.8,0.3333333333333333,199572
5873,Two sheep walking across a dirt road near a green field.,mscoco,4027,0.3,1.0,338747
5874,A man in blue shirt and white shorts playing tennis.,mscoco,4438,0.1,0.1,302782
5875,BUSINESS LOOKING PERSON HOLDING A CELL PHONE TO HIS EAR,mscoco,4031,0.3,1.0,278327
5876,Man sitting at an outside table with a plate of food and bottle of soda.,mscoco,4841,0.2,1.0,282332
5877,A dusk view of the city center focused on the statue of a man on a horse. ,mscoco,3710,0.1,1.0,345268
5878,"a brightly lit kitchen with the stove, cabinets, and kitchen table",mscoco,3421,0.0,0.05263157894736842,591226
5879,A large clock sitting above a red Samuel Cooper sign.,mscoco,3920,0.1,1.0,600618
5880,The kitchen is clean with shiny floors and appliances.,mscoco,519,0.0,0.045454545454545456,414380
5881,Michael Jackson hat and glove to celebrate a birthday.,mscoco,5279,0.1,1.0,356958
